Family, XMLTokenTableBase, PureOverrider, 1.0, 2, 0.0
3, getRuleName() java.lang.String, getDependencies(java.lang.Object ) java.util.Set, getChildren(java.lang.Object ) java.util.Collection, 
Family, AbstractCrTooMany, PureOverrider, 1.0, 6, 0.0
1, predicate2(java.lang.Object org.argouml.cognitive.Designer ) boolean, 
Family, FigPackage, PureOverrider, 1.0, 2, 0.0
2, placeString() java.lang.String, setBoundsImpl(int int int int ) void, 
Family, CmdSetMode, Other, 1.0, 4, 0.0
0, 
Family, PropPanelAction, Other, 1.0, 7, 0.0
0, 
Family, AbstractActionNewModelElement, PureOverrider, 0.94736844, 38, 0.0
1, actionPerformed(java.awt.event.ActionEvent ) void, 
Family, FigDependency, Other, 1.0, 2, 0.0
0, 
Family, ModelerImpl$XtorModeler, PureExtender, 1.0, 2, 0.0
0, 
Family, AbstractProjectMember, Overrider, 1.0, 3, 0.0
2, getType() java.lang.String, getZipFileExtension() java.lang.String, 
Family, UMLMultiplicityComboBoxModel, PureOverrider, 1.0, 4, 0.0
1, getSelectedModelElement() java.lang.Object, 
Family, UMLCheckBox2, PureOverrider, 1.0, 13, 0.0
1, buildModel() void, 
Family, FigNodeModelElement, Overrider, 0.47619048, 21, 0.0
0, 
Family, AbstractActionRemoveElement, PureOverrider, 1.0, 3, 0.0
1, actionPerformed(java.awt.event.ActionEvent ) void, 
Family, ToDoItemAction, PureOverrider, 1.0, 3, 0.0
1, actionPerformed(java.awt.event.ActionEvent ) void, 
Family, TransitionNotation, Extender, 1.0, 2, 0.0
3, toString() java.lang.String, getParsingHelp() java.lang.String, parse(java.lang.String ) java.lang.String, 
Family, ActionSetMultiplicity, PureOverrider, 1.0, 4, 0.0
1, setSelectedItem(java.lang.Object java.lang.Object ) void, 
Family, PropPanelEvent, PureOverrider, 1.0, 4, 0.0
1, initialize() void, 
Family, PersistenceException, Other, 0.5, 2, 0.0
0, 
Family, ActionNewEvent, PureOverrider, 1.0, 4, 0.0
1, createEvent(java.lang.Object ) java.lang.Object, 
Family, FileImportSupport, Extender, 0.75, 4, 0.0
5, getModuleName() java.lang.String, getModuleDescription() java.lang.String, parseFile(org.argouml.kernel.Project java.lang.Object org.argouml.uml.reveng.DiagramInterface org.argouml.uml.reveng.Import ) void, getModuleKey() java.lang.String, getSuffixFilters() org.argouml.util.SuffixFilter[], 
Family, AbstractCrUnconventionalName, PureOverrider, 0.5, 4, 0.0
4, initWizard(org.argouml.cognitive.ui.Wizard ) void, computeSuggestion(java.lang.String ) java.lang.String, getWizardClass(org.argouml.cognitive.ToDoItem ) java.lang.Class, predicate2(java.lang.Object org.argouml.cognitive.Designer ) boolean, 
Family, AbstractFilePersister, PureOverrider, 0.5, 2, 0.0
5, doSave(org.argouml.kernel.Project java.io.File ) void, getDesc() java.lang.String, getExtension() java.lang.String, doLoad(java.io.File ) org.argouml.kernel.Project, getMemberFilePersister(org.argouml.kernel.ProjectMember ) org.argouml.persistence.MemberFilePersister, 
Family, Critic, Overrider, 1.0, 2, 0.0
2, toDoItem(java.lang.Object org.argouml.cognitive.Designer ) org.argouml.cognitive.ToDoItem, expand(java.lang.String org.argouml.cognitive.ListSet ) java.lang.String, 
Family, AssociationChangeEvent, Other, 1.0, 2, 0.0
0, 
Family, PropPanelRelationship, PureExtender, 0.6666667, 3, 0.0
0, 
Family, AbstractModelEventPump, Extender, 0.5, 2, 0.0
10, removeClassModelEventListener(java.beans.PropertyChangeListener java.lang.Object java.lang.String[] ) void, reallyFlushModelEvents() void, stopPumpingEvents() void, removeModelEventListener(java.beans.PropertyChangeListener java.lang.Object ) void, flushModelEvents() void, addModelEventListener(java.beans.PropertyChangeListener java.lang.Object ) void, removeModelEventListener(java.beans.PropertyChangeListener java.lang.Object java.lang.String[] ) void, addModelEventListener(java.beans.PropertyChangeListener java.lang.Object java.lang.String[] ) void, addClassModelEventListener(java.beans.PropertyChangeListener java.lang.Object java.lang.String[] ) void, startPumpingEvents() void, 
Family, AbstractActionNavigate, PureOverrider, 1.0, 9, 0.0
1, navigateTo(java.lang.Object ) java.lang.Object, 
Family, UMLMutableGraphSupport, Overrider, 1.0, 6, 0.0
10, addNodeRelatedEdges(java.lang.Object ) void, vetoableChange(java.beans.PropertyChangeEvent ) void, getOwner(java.lang.Object ) java.lang.Object, getOutEdges(java.lang.Object ) java.util.List, canAddNode(java.lang.Object ) boolean, addEdge(java.lang.Object ) void, getPorts(java.lang.Object ) java.util.List, getInEdges(java.lang.Object ) java.util.List, addNode(java.lang.Object ) void, canAddEdge(java.lang.Object ) boolean, 
Family, CompositeCM, PureExtender, 1.0, 2, 0.0
1, isRelevant(org.argouml.cognitive.critics.Critic org.argouml.cognitive.Designer ) boolean, 
Family, UMLSearchableComboBox, PureOverrider, 1.0, 2, 0.0
0, 
Family, Generator2, Overrider, 0.8, 5, 0.0
27, generateTaggedValue(java.lang.Object ) java.lang.String, generateSubmachine(java.lang.Object ) java.lang.String, getModuleName() java.lang.String, generateTransition(java.lang.Object ) java.lang.String, generateVisibility(java.lang.Object ) java.lang.String, getModuleDescription() java.lang.String, generateMultiplicity(java.lang.Object ) java.lang.String, generateObjectFlowState(java.lang.Object ) java.lang.String, generateActionState(java.lang.Object ) java.lang.String, getModuleKey() java.lang.String, generateStateBody(java.lang.Object ) java.lang.String, generateAssociationRole(java.lang.Object ) java.lang.String, generateClassifier(java.lang.Object ) java.lang.String, generateAttribute(java.lang.Object boolean ) java.lang.String, generateAssociationEnd(java.lang.Object ) java.lang.String, generateAction(java.lang.Object ) java.lang.String, generateEvent(java.lang.Object ) java.lang.String, generateMessage(java.lang.Object ) java.lang.String, generatePackage(java.lang.Object ) java.lang.String, generateExtensionPoint(java.lang.Object ) java.lang.String, getModuleAuthor() java.lang.String, generateGuard(java.lang.Object ) java.lang.String, generateOperation(java.lang.Object boolean ) java.lang.String, generateParameter(java.lang.Object ) java.lang.String, generateState(java.lang.Object ) java.lang.String, generateAssociation(java.lang.Object ) java.lang.String, getModuleVersion() java.lang.String, 
Family, UMLWizard, Overrider, 0.9, 10, 0.0
2, makePanel(int ) javax.swing.JPanel, doAction(int ) void, 
Family, UMLModelElementOrderedListModel2, PureOverrider, 1.0, 10, 0.0
3, isValidElement(java.lang.Object ) boolean, swap(int int ) void, buildModelList() void, 
Family, UMLMutableLinkedList, PureOverrider, 1.0, 8, 0.0
1, getPopupMenu() javax.swing.JPopupMenu, 
Family, FigMessage, Other, 0.5, 4, 0.0
0, 
Family, ArgoEvent, PureOverrider, 1.0, 3, 0.0
1, getEventStartRange() int, 
Family, PropPanelNamespace, Other, 0.33333334, 3, 0.0
0, 
Family, ActionAddDiagram, PureOverrider, 1.0, 6, 0.0
2, createDiagram(java.lang.Object ) org.argouml.uml.diagram.ui.UMLDiagram, isValidNamespace(java.lang.Object ) boolean, 
Family, SettingsTabHelper, PureExtender, 1.0, 8, 0.0
9, getTabKey() java.lang.String, getModuleName() java.lang.String, handleSettingsTabSave() void, handleSettingsTabRefresh() void, getModuleDescription() java.lang.String, getModuleAuthor() java.lang.String, getModuleKey() java.lang.String, getModuleVersion() java.lang.String, handleSettingsTabCancel() void, 
Family, UMLRadioButtonPanel, PureOverrider, 1.0, 6, 0.0
1, buildModel() void, 
Family, PropPanelDiagram, Other, 1.0, 7, 0.0
0, 
Family, PHPDocumentor$Tag, Overrider, 0.6, 5, 0.0
2, getContent() java.lang.String, setContent(java.lang.String ) boolean, 
Family, PHPDocumentor$BooleanTag, Other, 1.0, 3, 0.0
0, 
Family, ClassdiagramInheritanceEdge, Other, 1.0, 2, 0.0
0, 
Family, PropPanelStateVertex, Other, 0.5, 4, 0.0
0, 
Family, ActionBaseDelete, PureOverrider, 1.0, 2, 0.0
1, getTargets() java.lang.Object[], 
Family, PropPanelInstance, Other, 1.0, 3, 0.0
0, 
Family, UMLStructuralFeatureTypeComboBoxModel, PureOverrider, 1.0, 2, 0.0
1, getSelectedModelElement() java.lang.Object, 
Family, CustomSeparator, PureOverrider, 1.0, 3, 0.0
4, reset() void, tokenLength() int, hasFreePart() boolean, endChar(char ) boolean, 
Family, UmlChangeEvent, Other, 0.75, 4, 0.0
0, 
Family, PropPanelClassifier, PureExtender, 0.5555556, 9, 0.0
0, 
Family, ClassdiagramEdge, PureOverrider, 0.6666667, 3, 0.0
1, layout() void, 
Family, ArgoDiagram, Extender, 0.5, 2, 0.0
0, 
Family, UMLExpressionModel2, PureOverrider, 1.0, 5, 0.0
3, setExpression(java.lang.Object ) void, newExpression() java.lang.Object, getExpression() java.lang.Object, 
Family, StylePanelFigNodeModelElement, PureOverrider, 0.8, 5, 0.0
2, itemStateChanged(java.awt.event.ItemEvent ) void, refresh() void, 
Family, FigHistoryState, PureOverrider, 1.0, 2, 0.0
1, getH() java.lang.String, 
Family, PropPanelDependency, Other, 1.0, 3, 0.0
0, 
Family, AbstractPropPanelState, Other, 0.6, 5, 0.0
0, 
Family, NSUMLEventListener, PureOverrider, 1.0, 2, 0.0
1, delete() void, 
Family, FigAssociation, Overrider, 1.0, 2, 0.0
1, removeFromDiagram() void, 
Family, UmlDiagramRenderer, PureExtender, 0.8333333, 6, 0.0
2, getFigNodeFor(org.tigris.gef.graph.GraphModel org.tigris.gef.base.Layer java.lang.Object java.util.Map ) org.tigris.gef.presentation.FigNode, getFigEdgeFor(org.tigris.gef.graph.GraphModel org.tigris.gef.base.Layer java.lang.Object java.util.Map ) org.tigris.gef.presentation.FigEdge, 
Family, SAXParserBase, Extender, 1.0, 2, 0.0
3, handleEndElement(org.argouml.persistence.XMLElement ) void, handleDescription(org.argouml.persistence.XMLElement ) void, handleStartElement(org.argouml.persistence.XMLElement ) void, 
Family, AbstractActionCheckBoxMenuItem, PureOverrider, 1.0, 4, 0.0
2, toggleValueOfTarget(java.lang.Object ) void, valueOfTarget(java.lang.Object ) boolean, 
Family, FigEdgeModelElement, PureOverrider, 0.6666667, 12, 0.0
0, 
Family, FigState, PureOverrider, 0.5, 4, 0.0
15, getInitialHeight() int, getLineWidth() int, clone() java.lang.Object, getInitialY() int, setFillColor(java.awt.Color ) void, getInitialX() int, getLineColor() java.awt.Color, getMinimumSize() java.awt.Dimension, getInitialWidth() int, getFillColor() java.awt.Color, setFilled(boolean ) void, getFilled() boolean, setLineWidth(int ) void, setBoundsImpl(int int int int ) void, setLineColor(java.awt.Color ) void, 
Family, FigFeaturesCompartment, PureOverrider, 1.0, 2, 0.0
2, createFeature() void, populate() void, 
Family, ValueHandler, Other, 0.6666667, 6, 0.0
3, toString() java.lang.String, getParsingHelp() java.lang.String, parse(java.lang.String ) java.lang.String, 
Family, AbstractArgoJPanel, PureExtender, 0.6666667, 12, 0.0
0, 
Family, AbstractGoList, PureExtender, 1.0, 6, 0.0
7, valueForPathChanged(javax.swing.tree.TreePath java.lang.Object ) void, getIndexOfChild(java.lang.Object java.lang.Object ) int, getChildCount(java.lang.Object ) int, getChild(java.lang.Object int ) java.lang.Object, isLeaf(java.lang.Object ) boolean, addTreeModelListener(javax.swing.event.TreeModelListener ) void, removeTreeModelListener(javax.swing.event.TreeModelListener ) void, 
Family, FigStateVertex, PureOverrider, 0.75, 12, 0.0
9, clone() java.lang.Object, getLineWidth() int, setFillColor(java.awt.Color ) void, getLineColor() java.awt.Color, getFillColor() java.awt.Color, setFilled(boolean ) void, getFilled() boolean, setLineWidth(int ) void, setLineColor(java.awt.Color ) void, 
Family, UMLPlainTextDocument, PureOverrider, 1.0, 11, 0.0
2, setProperty(java.lang.String ) void, getProperty() java.lang.String, 
Family, PHPDocumentor$SimpleTag, Other, 1.0, 7, 0.0
0, 
Family, PropPanel, PureExtender, 0.5, 4, 0.0
0, 
Family, FigCompartment, Overrider, 1.0, 2, 0.0
2, populate() void, setBoundsImpl(int int int int ) void, 
Family, StylePanelFig, Overrider, 0.5, 4, 0.0
0, 
Family, WizStep, Other, 0.33333334, 6, 0.0
0, 
